Timestamp,Pista,Equipe,Piloto,Volta,Tempo,Media_3_Voltas,Consumo_Volta,Combustivel_Restante,Pos_Geral,Pos_Classe,Voltas_Restantes_Estimadas
16:10:19,Summit Point Raceway,Tomaz Nunes,Tomaz Nunes,1,94.647,94.647,0.0,48.242,11,1,5.33
